CustomerCode,Recency,Frequency,Monetary,Recency_rank_norm,Frequency_rank_norm,Monetary_rank_norm,RFM_Score,Customer_segment
120-5499,1,133,179950.98,4.4555796316359695,3.3981723237597907,3.5879806468041764,3.813910867399979,High Value Customers
120-5502,0,2932,1647088.92,5.0,5.0,5.0,5.0,Top Customers
120-5513,1,186,340381.47000000003,4.4555796316359695,3.7637075718015667,4.224598930481283,4.147962044639606,Top Customers
120-5521,45,31,25424.76,1.898699891657638,1.9869451697127936,1.5508021390374334,1.8121490668026214,Low Value Customers
120-5532,223,58,18639.04,0.6947453954496209,2.5561357702349867,1.3343519225872167,1.5284110294239415,Low Value Customers
120-5536,1,102,331435.92,4.4555796316359695,3.108355091383812,4.204227145403617,3.922720622807799,High Value Customers
120-5547,18,140,132332.5,2.6015709642470206,3.454308093994778,3.234020881079705,3.096633313107168,High Value Customers
120-5556,11,84,87661.25,3.0010834236186352,2.9347258485639687,2.7094474153297683,2.8817522291707904,Medium Value Customers
120-5568,0,799,944406.47,5.0,5.0,5.0,5.0,Top Customers
120-5573,7,442,516541.31,3.3816359696641385,4.503916449086161,4.596384008148714,4.160645475633005,Top Customers
120-5582,24,22,18380.09,2.3848862405200433,1.7114882506527411,1.3216195569136746,1.8059980160288194,Low Value Customers
120-5584,24,13,16174.52,2.3848862405200433,1.2885117493472582,1.2121212121212122,1.6285064006628378,Low Value Customers
120-5588,3,563,276712.95,3.8434452871072593,4.672323759791122,4.074357015533486,4.1967086874772885,Top Customers
120-5594,281,2,140.72,0.4618093174431204,0.2245430809399477,0.01018589253883389,0.23217943030730065,Lost Customers
120-5601,134,245,107953.94,1.1728060671722642,4.032637075718015,2.9768270944741535,2.7274234124548107,Medium Value Customers
120-5608,0,838,773019.88,5.0,5.0,4.81283422459893,4.937611408199643,Top Customers
120-5618,26,235,252823.05,2.3429035752979415,3.9869451697127936,3.977591036414566,3.4358132604750997,High Value Customers
120-5624,14,68,87622.02,2.8439869989165762,2.6919060052219317,2.70690094219506,2.747597982111189,Medium Value Customers
120-5634,2,39,51262.32,4.0885698808234014,2.198433420365535,2.1746880570409983,2.8205637860766446,Medium Value Customers
120-5642,11,147,200095.77,3.0010834236186352,3.5078328981723232,3.6974789915966393,3.402131771129199,High Value Customers
120-5646,0,217,220519.81,5.0,3.9020887728459526,3.799337916984976,4.233808896610309,Top Customers
120-5648,1,107,141314.32,4.4555796316359695,3.1514360313315923,3.3078686019862493,3.638294754984604,High Value Customers
120-5649,3,385,755034.21,3.8434452871072593,4.4164490861618795,4.800101858925388,4.353332077398175,Top Customers
120-5658,18,29,39960.91,2.6015709642470206,1.9138381201044385,1.9225872167048637,2.1459987670187743,Medium Value Customers
120-5659,98,125,127903.48,1.4098049837486457,3.3394255874673626,3.1856378915202446,2.6449561542454174,Medium Value Customers
120-5661,0,321,363269.56,5.0,4.27154046997389,4.298446651387828,4.5233290404539055,Top Customers
120-5665,42,102,63739.81,1.9637053087757315,3.108355091383812,2.3733129615482556,2.481791120569266,Medium Value Customers
120-5678,59,142,249887.34,1.6996208017334775,3.4725848563968666,3.9572192513368982,3.0431416364890804,High Value Customers
120-5681,6,9,7044.65,3.5387323943661975,1.0300261096605743,0.7206518971224853,1.7631368003830856,Low Value Customers
120-5686,2,522,689237.45,4.0885698808234014,4.631853785900783,4.751718869365928,4.490714178696704,Top Customers
120-5691,108,36,40264.0,1.3177139761646806,2.1096605744125325,1.9327731092436977,1.7867158866069701,Low Value Customers
120-5694,10,202,215543.78,3.070151679306609,3.8342036553524803,3.771326712503183,3.5585606823874234,High Value Customers
120-5696,20,131,261677.5,2.559588299024919,3.391644908616188,4.0132416603004835,3.3214916226471964,High Value Customers
120-5697,15,156,131138.07,2.787107258938245,3.5600522193211486,3.221288515406163,3.1894826645551855,High Value Customers
120-5698,307,3,3547.34,0.3345070422535212,0.3955613577023496,0.46345811051693403,0.3978421701576016,Lost Customers
120-5713,6,330,319792.25,3.5387323943661975,4.29242819843342,4.160937102113572,3.9973658983043965,High Value Customers
120-5716,45,67,85875.38,1.898699891657638,2.6723237597911225,2.6763432645785588,2.415788972009106,Medium Value Customers
120-5720,21,19,86190.9,2.5257313109425787,1.590078328981723,2.6865291571173926,2.2674462656805643,Medium Value Customers
120-5725,398,22,27496.79,0.0,1.7114882506527411,1.6195569136745607,1.1103483881091005,Low Value Customers
120-5733,7,708,448296.4,3.3816359696641385,4.815926892950391,4.456327985739751,4.217963616118094,Top Customers
120-5738,0,100,128205.05,5.0,3.093994778067885,3.19327731092437,3.7624240296640847,High Value Customers
120-5739,2,163,444769.76,4.0885698808234014,3.614882506527415,4.441049146931499,4.048167178094104,Top Customers
120-5748,83,68,182583.18,1.5316901408450705,2.6919060052219317,3.610898905016552,2.6114983503611846,Medium Value Customers
120-5764,10,50,53515.1,3.070151679306609,2.4412532637075715,2.2001527883880825,2.570519243800754,Medium Value Customers
120-5768,1,309,354772.04,4.4555796316359695,4.241514360313316,4.275528393175452,4.324207461708245,Top Customers
120-5769,1,60,95499.65,4.4555796316359695,2.5900783289817233,2.821492233256939,3.2890500646248775,High Value Customers
120-5771,7,126,159770.99,3.3816359696641385,3.35378590078329,3.440285204991087,3.3919023584795047,High Value Customers
120-5772,21,138,68736.55,2.5257313109425787,3.425587467362924,2.482811306340718,2.8113766948820733,Medium Value Customers
120-5775,24,15,94324.07,2.3848862405200433,1.3929503916449086,2.7960275019098546,2.191288044691602,Medium Value Customers
120-5776,91,82,44651.52,1.4585590465872156,2.9099216710182763,2.029539088362618,2.1326732686560366,Medium Value Customers
120-5778,262,2,10500.0,0.5484832069339114,0.2245430809399477,0.9549274255156608,0.5759845711298399,Lost Customers
120-5783,10,69,145255.13,3.070151679306609,2.7075718015665795,3.3333333333333335,3.03701893806884,High Value Customers
120-5785,1,693,728707.11,4.4555796316359695,4.793733681462141,4.777183600713013,4.6754989712703745,Top Customers
120-5787,7,17,24302.25,3.3816359696641385,1.516971279373368,1.5151515151515151,2.1379195880630073,Medium Value Customers
120-5788,16,185,255540.78,2.718039003250271,3.757180156657963,3.9852304558186913,3.486816538575642,High Value Customers
120-5789,150,23,8452.49,1.0861321776814736,1.7597911227154046,0.807231983702572,1.2177184280331501,Low Value Customers
120-5792,16,40,78733.11,2.718039003250271,2.2271540469973887,2.5974025974025974,2.5141985492167525,Medium Value Customers
120-5799,1,730,358995.93,4.4555796316359695,4.830287206266319,4.2857142857142865,4.523860374538858,Top Customers
120-5804,163,2,3480.0,0.9899783315276273,0.2245430809399477,0.45581869111280876,0.5567800345267946,Lost Customers
120-5807,23,7,5382.83,2.437703141928494,0.8772845953002611,0.6213394448688567,1.3121090606992039,Low Value Customers
120-5808,49,23,19095.22,1.8567172264355363,1.7597911227154046,1.359816653934301,1.658775001028414,Low Value Customers
120-5818,2,166,151009.41,4.0885698808234014,3.6331592689295036,3.3791698497580853,3.700299666503663,High Value Customers
120-5820,301,37,25341.93,0.3602383531960997,2.1475195822454305,1.5457091927680162,1.351155709403182,Low Value Customers
120-5823,144,46,25720.03,1.1172806067172265,2.366840731070496,1.5584415584415587,1.6808542987430939,Low Value Customers
120-5833,4,307,375189.22,3.698537378114843,4.237597911227154,4.318818436465495,4.084984575269164,Top Customers
120-5840,28,27,216227.47,2.2914409534127844,1.8681462140992164,3.7789661319073082,2.6461844331397693,Medium Value Customers
120-5850,0,85,109535.22,5.0,2.955613577023499,2.984466513878279,3.6466933636339256,High Value Customers
120-5860,6,704,469390.96,3.5387323943661975,4.81331592689295,4.499618029029794,4.2838887834296475,Top Customers
120-5862,0,266,447329.98,5.0,4.101827676240209,4.453781512605041,4.51853639628175,Top Customers
120-5865,3,2,15529.38,3.8434452871072593,0.2245430809399477,1.1713776419658772,1.746455336671028,Low Value Customers
120-5866,2,76,48133.09,4.0885698808234014,2.817232375979112,2.105933282403871,3.003911846402128,High Value Customers
120-5871,43,18,34983.46,1.9393282773564462,1.5535248041775456,1.8003565062388593,1.7644031959242836,Low Value Customers
120-5876,1,180,444932.82,4.4555796316359695,3.719321148825065,4.443595620066208,4.206165466842414,Top Customers
120-5884,1,65,57255.78,4.4555796316359695,2.64621409921671,2.263814616755793,3.1218694492028236,High Value Customers
120-5885,3,149,186238.01,3.8434452871072593,3.5287206266318534,3.6185383244206775,3.6635680793865966,High Value Customers
120-5894,1,57,277204.82,4.4555796316359695,2.544386422976501,4.079449961802903,3.693138672138458,High Value Customers
120-5898,3,284,398149.76,3.8434452871072593,4.173629242819843,4.3621084797555385,4.12639433656088,Top Customers
120-5902,63,48,145962.43,1.664409534127844,2.39556135770235,3.340972752737459,2.466981214855884,Medium Value Customers
120-5905,3,216,159185.31,3.8434452871072593,3.8981723237597907,3.432645785586962,3.7247544654846707,High Value Customers
120-5911,90,20,7618.88,1.4612676056338028,1.6305483028720624,0.748663101604278,1.2801596700367144,Low Value Customers
120-5933,0,257,398889.48,5.0,4.070496083550914,4.3646549528902465,4.47838367881372,Top Customers
120-5945,1,129,73126.04,4.4555796316359695,3.37597911227154,2.5362872421695952,3.455948662025701,High Value Customers
120-5959,1,380,404532.92,4.4555796316359695,4.411227154046997,4.379933791698498,4.415580192460488,Top Customers
120-5960,38,70,144513.31,2.026002166847237,2.7284595300261096,3.330786860198625,2.6950828523573236,Medium Value Customers
120-5963,2,118,92793.17,4.0885698808234014,3.2676240208877285,2.775655716832188,3.377283206181106,High Value Customers
120-5970,2,140,123997.13,4.0885698808234014,3.454308093994778,3.1372549019607843,3.5600442922596542,High Value Customers
120-5974,21,54,65918.5,2.5257313109425787,2.502610966057441,2.4318818436465497,2.486741373548856,Medium Value Customers
120-5991,22,15,15154.460000000001,2.4851029252437704,1.3929503916449086,1.138273491214668,1.672108936034449,Low Value Customers
120-5997,157,5,1881.42,1.0278981581798483,0.6736292428198432,0.249554367201426,0.6503605894003724,Lost Customers
120-6005,17,11,18236.18,2.6476164680390033,1.1540469973890337,1.3037942449707156,1.701819236799584,Low Value Customers
120-6008,193,33,17296.43,0.8410075839653305,2.037859007832898,1.2605042016806722,1.379790264492967,Low Value Customers
120-6009,0,65,342331.78,5.0,2.64621409921671,4.232238349885408,3.959484149700706,High Value Customers
120-6010,399,3,2671.77,0.0,0.3955613577023496,0.3565062388591802,0.2506891988538433,Lost Customers
120-6011,28,115,116291.11,2.2914409534127844,3.2389033942558747,3.0659536541889487,2.8654326672858694,Medium Value Customers
120-6015,95,29,15488.15,1.4287648970747564,1.9138381201044385,1.163738222561752,1.5021137465803156,Low Value Customers
120-6016,7,48,41435.16,3.3816359696641385,2.39556135770235,1.9684237331296155,2.5818736868320347,Medium Value Customers
120-6024,6,345,179812.58,3.5387323943661975,4.33420365535248,3.5854341736694675,3.8194567411293816,High Value Customers
120-6027,17,43,38245.76,2.6476164680390033,2.3172323759791125,1.881843646549529,2.282230830189215,Medium Value Customers
120-6034,1,206,191351.72,4.4555796316359695,3.8550913838120104,3.649096002037178,3.9865890058283857,High Value Customers
120-6035,4,454,239706.57,3.698537378114843,4.51958224543081,3.8935574229691876,4.037225682171613,Top Customers
120-6042,266,4,10857.04,0.5403575297941494,0.54177545691906,0.9651133180544946,0.682415434922568,Lost Customers
120-6051,6,3,19000.0,3.5387323943661975,0.3955613577023496,1.3547237076648841,1.7630058199111436,Low Value Customers
120-6055,5,58,176375.52,3.636240520043337,2.5561357702349867,3.5727018079959256,3.255026032758083,High Value Customers
120-6069,178,15,6410.44,0.918201516793066,1.3929503916449086,0.6799083269671508,0.9970200784683751,Lost Customers
120-6072,86,26,30964.64,1.495124593716143,1.8394255874673626,1.6959511077158138,1.6768337629664398,Low Value Customers
120-6077,7,296,200255.75,3.3816359696641385,4.207571801566579,3.700025464731347,3.763077745320688,High Value Customers
120-6080,3,489,460197.2,3.8434452871072593,4.579634464751958,4.479246243952127,4.300775331937115,Top Customers
120-6082,24,12,39158.68,2.3848862405200433,1.2180156657963446,1.9098548510313216,1.8375855857825698,Low Value Customers
120-6085,371,22,107431.57,0.0,1.7114882506527411,2.9666412019353197,1.55937648419602,Low Value Customers
120-6089,1,408,2070061.49,4.4555796316359695,4.455613577023499,5.0,4.637064402886489,Top Customers
120-6090,2,609,428362.64,4.0885698808234014,4.719321148825065,4.413037942449708,4.406976324032724,Top Customers
120-6093,122,83,59670.15,1.2269772481040087,2.9177545691906004,2.3198370257193788,2.1548562810046628,Medium Value Customers
120-6097,0,134,139104.97,5.0,3.402088772845953,3.2849503437738736,3.895679705539942,High Value Customers
120-6104,62,72,56461.08,1.6765980498374866,2.765013054830287,2.2536287242169597,2.231746609628244,Medium Value Customers
120-6107,0,1235,401976.47,5.0,5.0,4.374840845429081,4.791613615143026,Top Customers
120-6111,13,358,236607.86,2.9130552546045503,4.360313315926892,3.8782785841609373,3.7172157182307926,High Value Customers
120-6115,344,4,23231.05,0.2207475622968583,0.54177545691906,1.471861471861472,0.7447948303591301,Lost Customers
120-6117,14,1784,4896488.52,2.8439869989165762,5.0,5.0,4.281328999638859,Top Customers
120-6122,1,371,270099.99,4.4555796316359695,4.39556135770235,4.05143875732111,4.3008599155531435,Top Customers
120-6128,133,37,32194.94,1.1836403033586134,2.1475195822454305,1.7392411510058567,1.6901336788699668,Low Value Customers
120-6132,10,6,17396.8,3.070151679306609,0.7832898172323759,1.270690094219506,1.7080438635861634,Low Value Customers
120-6145,18,6,38243.99,2.6015709642470206,0.7832898172323759,1.8792971734148205,1.7547193182980723,Low Value Customers
120-6150,32,36,54684.62,2.1411159263271937,2.1096605744125325,2.2230710466004586,2.1579491824467283,Medium Value Customers
120-6165,18,69,54370.17,2.6015709642470206,2.7075718015665795,2.215431627196333,2.5081914643366443,Medium Value Customers
120-6173,0,632,761240.66,5.0,4.737597911227153,4.807741278329514,4.848446396518889,Top Customers
120-6191,57,15,8323.23,1.7348320693391115,1.3929503916449086,0.7868601986249045,1.3048808865363082,Low Value Customers
120-6193,1,724,741815.78,4.4555796316359695,4.823759791122715,4.7873694932518465,4.688902972003509,Top Customers
120-6195,3,194,170053.46,3.8434452871072593,3.800261096605744,3.519225872167049,3.720977418626684,High Value Customers
120-6196,1,43,113095.43,4.4555796316359695,2.3172323759791125,3.0303030303030303,3.2677050126393703,High Value Customers
120-6208,2,440,484097.27999999997,4.0885698808234014,4.499999999999999,4.53781512605042,4.37546166895794,Top Customers
120-6209,76,2,657.3,1.5858613217768147,0.2245430809399477,0.07894066717596149,0.6297816899642412,Lost Customers
120-6220,50,50,71386.44,1.8282773564463706,2.4412532637075715,2.5133689839572195,2.26096653470372,Medium Value Customers
120-6234,14,435,391763.07,2.8439869989165762,4.490861618798956,4.346829640947288,3.8938927528876066,High Value Customers
120-6245,289,15,3834.32,0.4238894907908993,1.3929503916449086,0.4940157881334354,0.770285223523081,Lost Customers
120-6247,15,160,84923.18,2.787107258938245,3.5926892950391647,2.6636108989050165,3.0144691509608084,High Value Customers
120-6260,7,3,4787.92,3.3816359696641385,0.3955613577023496,0.5780494015788135,1.4517489096484337,Low Value Customers
120-6267,133,4,613.92,1.1836403033586134,0.54177545691906,0.07130124777183623,0.5989056693498366,Lost Customers
120-6273,275,10,153248.47,0.48754062838569895,1.1031331592689295,3.396995161701044,1.6625563164518908,Low Value Customers
120-6276,1,266,353000.79,4.4555796316359695,4.101827676240209,4.270435446906036,4.275947584927405,Top Customers
120-6278,1,242,522225.7,4.4555796316359695,4.026109660574413,4.606569900687548,4.3627530642993095,Top Customers
120-6279,18,22,781470.22,2.6015709642470206,1.7114882506527411,4.817927170868347,3.0436621285893697,High Value Customers
120-6285,0,186,321150.37,5.0,3.7637075718015667,4.171122994652406,4.3116101888179905,Top Customers
120-6288,0,1837,957208.36,5.0,5.0,5.0,5.0,Top Customers
120-6296,3,143,111320.64,3.8434452871072593,3.480417754569191,3.012477718360071,3.4454469200121736,High Value Customers
120-6301,6,286,500760.97,3.5387323943661975,4.176240208877284,4.5683728036669216,4.094448468970135,Top Customers
120-6302,1,743,269430.65,4.4555796316359695,4.849869451697128,4.043799337916985,4.4497494737500265,Top Customers
120-6303,1,1894,2708353.91,4.4555796316359695,5.0,5.0,4.818526543878656,Top Customers
120-6308,416,17,13556.82,0.0,1.516971279373368,1.0949834479246245,0.8706515757659974,Lost Customers
120-6312,50,320,116181.28,1.8282773564463706,4.266318537859007,3.0583142347848233,3.050970043030067,High Value Customers
120-6330,0,418,208072.0,5.0,4.467362924281984,3.7433155080213907,4.403559477434458,Top Customers
120-6334,28,9,35812.21,2.2914409534127844,1.0300261096605743,1.8207282913165266,1.7140651181299615,Low Value Customers
120-6336,238,10,18372.37,0.6405742145178767,1.1031331592689295,1.3165266106442577,1.0200779948103547,Low Value Customers
120-6338,3,1220,813518.08,3.8434452871072593,5.0,4.838298955946015,4.560581414351091,Top Customers
120-6344,276,5,2424.5,0.4807692307692308,0.6736292428198432,0.3335879806468041,0.49599548474529265,Lost Customers
120-6347,2,139,154259.72,4.0885698808234014,3.4399477806788505,3.4046345811051695,3.6443840808691403,High Value Customers
120-6365,100,6,31072.0,1.3908450704225352,0.7832898172323759,1.7035905271199392,1.2925751382582833,Low Value Customers
120-6371,41,32,63292.05,1.9867280606717226,2.019582245430809,2.363127069009422,2.1231457917039847,Medium Value Customers
120-6374,3,28,23970.75,3.8434452871072593,1.894255874673629,1.5100585688820984,2.4159199102209956,Medium Value Customers
120-6376,7,296,148839.0,3.3816359696641385,4.207571801566579,3.3638910109498346,3.6510329273935174,High Value Customers
120-6377,113,6,4771.98,1.2716684723726979,0.7832898172323759,0.5755029284441049,0.8768204060163928,Lost Customers
120-6384,36,16,835666.0,2.0734019501625136,1.4595300261096604,4.8561242678889736,2.796352081387049,Medium Value Customers
120-6387,85,7,3673.18,1.505958829902492,0.8772845953002611,0.4761904761904762,0.9531446337977431,Lost Customers
120-6388,0,909,971113.68,5.0,5.0,5.0,5.0,Top Customers
120-6389,0,685,1443129.6,5.0,4.781984334203655,5.0,4.927328111401218,Top Customers
120-6391,419,1,781.46,0.0,0.0,0.09931245225362893,0.03310415075120964,Lost Customers
120-6400,2,298,272159.61,4.0885698808234014,4.218015665796345,4.059078176725235,4.12188790778166,Top Customers
120-6406,10,120,498576.12,3.070151679306609,3.2780678851174936,4.563279857397505,3.6371664739405354,High Value Customers
120-6410,16,85,121005.79,2.718039003250271,2.955613577023499,3.1117901706137,2.92848091696249,Medium Value Customers
120-6417,16,262,139979.65,2.718039003250271,4.0822454308094,3.2951362363127066,3.365140223457459,High Value Customers
120-6421,54,55,48538.76,1.7713976164680387,2.519582245430809,2.126305067481538,2.139094976460129,Medium Value Customers
120-6425,365,3,3000.75,0.14355362946912237,0.3955613577023496,0.39724980901451507,0.3121215987286623,Lost Customers
120-6430,329,5,28213.34,0.25866738894907904,0.6736292428198432,1.632289279348103,0.8548619703723417,Lost Customers
120-6431,3,977,588958.75,3.8434452871072593,5.0,4.677871148459384,4.507105478522214,Top Customers
120-6437,10,232,432885.43,3.070151679306609,3.9699738903394253,4.420677361853833,3.8202676438332883,High Value Customers
120-6450,205,17,24671.72,0.7827735644637053,1.516971279373368,1.5227909345556403,1.274178592797571,Low Value Customers
120-6452,1,508,916882.17,4.4555796316359695,4.607049608355092,5.0,4.68754307999702,Top Customers
120-6455,15,1,188.17,2.787107258938245,0.0,0.01782531194295914,0.9349775236270679,Lost Customers
120-6457,28,21,44649.22,2.2914409534127844,1.6697127937336813,2.0269926152279094,1.996048787458125,Low Value Customers
120-6458,315,3,8537.76,0.2938786565547129,0.3955613577023496,0.812324929971989,0.5005883147430171,Lost Customers
120-6460,364,3,1397.42,0.14761646803900336,0.3955613577023496,0.1782531194295901,0.24047698172364768,Lost Customers
120-6462,391,3,4939.09,0.0,0.3955613577023496,0.593328240387064,0.3296298660298045,Lost Customers
120-6474,6,67,168436.2,3.5387323943661975,2.6723237597911225,3.5064935064935066,3.239183220216942,High Value Customers
120-6475,87,41,66360.09,1.4775189599133263,2.2624020887728458,2.439521263050675,2.059814103912282,Medium Value Customers
120-6478,5,109,123427.44,3.636240520043337,3.169712793733681,3.1296154825566593,3.3118562654445594,High Value Customers
120-6479,1,559,750613.76,4.4555796316359695,4.66710182767624,4.79755538579068,4.64007894836763,Top Customers
120-6480,2,240,954672.22,4.0885698808234014,4.005221932114883,5.0,4.364597270979427,Top Customers
120-6486,360,30,19814.47,0.16115926327193933,1.9438642297650128,1.3852813852813854,1.1634349594394457,Low Value Customers
120-6491,11,169,87883.46,3.0010834236186352,3.6540469973890337,2.714540361599185,3.123223594202285,High Value Customers
120-6501,17,78,88875.01,2.6476164680390033,2.857702349869452,2.729819200407436,2.745046006105297,Medium Value Customers
120-6502,30,2,6194.44,2.2034127843987,0.2245430809399477,0.6620830150241915,1.0300129601209465,Low Value Customers
120-6503,0,512,308616.25,5.0,4.612271540469974,4.135472370766489,4.582581303745488,Top Customers
120-6504,1,72,124699.47,4.4555796316359695,2.765013054830287,3.147440794499618,3.456011160321958,High Value Customers
120-6537,22,211,134909.55,2.4851029252437704,3.878590078328982,3.259485612426789,3.2077262053331803,High Value Customers
120-6544,55,20,16774.32,1.76056338028169,1.6305483028720624,1.240132416603005,1.5437480332522524,Low Value Customers
120-6550,31,45,38608.69,2.161430119176598,2.3446475195822454,1.8869365928189459,2.131004743859263,Medium Value Customers
120-6554,2,204,22491.0,4.0885698808234014,3.8472584856396868,1.4565826330532214,3.1308036665054364,High Value Customers
120-6560,0,391,361732.84,5.0,4.426892950391644,4.293353705118411,4.573415551836685,Top Customers
120-6562,407,1,1828.05,0.0,0.0,0.2470078940667177,0.08233596468890589,Lost Customers
120-6565,6,168,126885.48,3.5387323943661975,3.64621409921671,3.1754519989814107,3.453466164188106,High Value Customers
120-6569,0,599,215995.44,5.0,4.712793733681462,3.7738731856378918,4.495555639773118,Top Customers
120-6573,3,401,126285.34,3.8434452871072593,4.43733681462141,3.1678125795772853,3.8161982271019848,High Value Customers
120-6577,7,224,96019.42,3.3816359696641385,3.9203655352480418,2.8240387063916477,3.3753467371012755,High Value Customers
120-6579,0,1450,1360925.11,5.0,5.0,5.0,5.0,Top Customers
120-6582,4,254,126733.72,3.698537378114843,4.06135770234987,3.172905525846702,3.6442668687704716,High Value Customers
120-6587,56,19,65368.32,1.7483748645720478,1.590078328981723,2.416603004838299,1.9183520661306899,Low Value Customers
120-6590,3,806,371666.43,3.8434452871072593,5.0,4.313725490196078,4.385723592434445,Top Customers
120-6591,0,68,55107.11,5.0,2.6919060052219317,2.235803412274001,3.309236472498644,High Value Customers
120-6593,98,40,64527.83,1.4098049837486457,2.2271540469973887,2.39877769289534,2.0119122412137918,Medium Value Customers
120-6596,42,29,31509.75,1.9637053087757315,1.9138381201044385,1.7188693659281895,1.8654709316027862,Low Value Customers
120-6603,8,110,86025.41,3.2516251354279526,3.1775456919060048,2.678889737713267,3.0360201883490747,High Value Customers
120-6606,9,106,86255.66,3.1595341278439872,3.138381201044386,2.689075630252101,2.9956636530468246,Medium Value Customers
120-6607,420,3,4249.97,0.0,0.3955613577023496,0.5398523045581869,0.3118045540868455,Lost Customers
120-6613,331,1,310.42,0.25054171180931745,0.0,0.03819709702062659,0.09624626960998134,Lost Customers
120-6619,4,167,251243.34,3.698537378114843,3.6396866840731072,3.967405143875732,3.768543068687894,High Value Customers
120-6621,12,86,174685.51,2.9672264355362947,2.977806788511749,3.5574229691876753,3.1674853977452395,High Value Customers
120-6627,7,31,46508.45,3.3816359696641385,1.9869451697127936,2.0702826585179523,2.479621265964961,Medium Value Customers
120-6635,7,209,170919.49,3.3816359696641385,3.866840731070496,3.5268652915711742,3.591780664101936,High Value Customers
120-6636,212,16,53142.61,0.7434994582881908,1.4595300261096604,2.197606315253374,1.4668785998837417,Low Value Customers
120-6648,0,225,282909.38,5.0,3.928198433420365,4.094728800611153,4.340975744677173,Top Customers
120-6652,1,361,1075120.21,4.4555796316359695,4.366840731070496,5.0,4.607473454235489,Top Customers
120-6660,0,148,1103051.9,5.0,3.5182767624020883,5.0,4.506092254134029,Top Customers
120-6661,6,386,516229.12,3.5387323943661975,4.420365535248042,4.593837535014005,4.184311821542748,Top Customers
120-6664,0,316,226049.1,5.0,4.258485639686684,3.819709702062643,4.3593984472497755,Top Customers
120-6675,173,5,1602.8700000000001,0.9412242686890574,0.6736292428198432,0.19353195823784058,0.6027951565822469,Lost Customers
120-6677,41,31,21460.66,1.9867280606717226,1.9869451697127936,1.4234784823020117,1.7990505708955091,Low Value Customers
120-6691,316,8,12003.529999999999,0.2898158179848323,0.9516971279373365,1.0109498344792462,0.7508209268004716,Lost Customers
120-6695,1,116,84012.06,4.4555796316359695,3.2493472584856398,2.653425006366183,3.4527839654959305,High Value Customers
120-6710,239,4,5140.37,0.6351570964247023,0.54177545691906,0.6035141329258975,0.5934822287565532,Lost Customers
120-6712,1,314,171558.01,4.4555796316359695,4.25065274151436,3.5345047109752996,4.080245694708543,Top Customers
120-6717,30,5,212420.99,2.2034127843987,0.6736292428198432,3.763687293099058,2.213576440105867,Medium Value Customers
120-6723,0,195,224979.76,5.0,3.8041775456919056,3.8146167557932267,4.20626476716171,Top Customers
120-6724,330,5,7895.99,0.2532502708559046,0.6736292428198432,0.7613954672778201,0.5627583269845227,Lost Customers
120-6731,21,161,138268.27,2.5257313109425787,3.597911227154047,3.2798573975044563,3.1344999785336936,High Value Customers
120-6733,357,1,601.25,0.1719934994582881,0.0,0.06875477463712759,0.08024942469847189,Lost Customers
120-6740,17,51,164847.81,2.6476164680390033,2.4660574412532634,3.470842882607588,2.8615055972999515,Medium Value Customers
120-6742,2,957,654063.55,4.0885698808234014,5.0,4.723707664884135,4.604092515235846,Top Customers
120-6743,3,647,595840.51,3.8434452871072593,4.748041775456919,4.685510567863509,4.425665876809228,Top Customers
120-6744,1,278,418502.44,4.4555796316359695,4.157963446475196,4.397759103641457,4.337100727250874,Top Customers
120-6747,0,1635,1096678.6,5.0,5.0,5.0,5.0,Top Customers
120-6750,336,8,9410.99,0.24377031419284964,0.9516971279373365,0.8810797046091166,0.6921823822464341,Lost Customers
120-6751,187,4,2162.85,0.884344528710726,0.54177545691906,0.2902979373567609,0.5721393076621822,Lost Customers
120-6755,15,198,189733.76,2.787107258938245,3.8198433420365534,3.638910109498345,3.4152869034910474,High Value Customers
120-6756,22,123,200658.53,2.4851029252437704,3.309399477806788,3.7025719378660558,3.1656914469722044,High Value Customers
120-6757,248,111,88371.97,0.5918201516793068,3.1866840731070494,2.724726254138019,2.1677434929747914,Medium Value Customers
120-6758,7,136,132322.14,3.3816359696641385,3.4112271540469976,3.231474407944996,3.3414458438853774,High Value Customers
120-6760,30,9,17464.379999999997,2.2034127843987,1.0300261096605743,1.2732365673542145,1.5022251538044962,Low Value Customers
120-6762,1,1081,677837.52,4.4555796316359695,5.0,4.744079449961802,4.733219693865924,Top Customers
120-6782,6,56,97269.76,3.5387323943661975,2.5352480417754566,2.8418640183346064,2.9719481514920867,Medium Value Customers
120-6793,15,120,125260.47,2.787107258938245,3.2780678851174936,3.1550802139037435,3.0734184526531605,High Value Customers
120-6795,27,77,195453.13999999998,2.3266522210184184,2.83289817232376,3.6720142602495542,2.943854884530577,Medium Value Customers
120-6801,143,277,492324.67,1.1226977248104009,4.154046997389034,4.548001018589254,3.2749152469295626,High Value Customers
120-6803,23,3,1388.2,2.437703141928494,0.3955613577023496,0.16806722689075654,1.0004439088405332,Low Value Customers
120-6804,42,22,19636.85,1.9637053087757315,1.7114882506527411,1.3750954927425516,1.6834296840570078,Low Value Customers
120-6809,10,28,80973.04,3.070151679306609,1.894255874673629,2.6254138018843904,2.529940451954876,Medium Value Customers
120-6825,298,16,8605.99,0.38055254604550387,1.4595300261096604,0.8174178762414056,0.8858334827988565,Lost Customers
